ability_slot,ability_name,ability_text,character_id
special,Ability 2,"Dual Pistols  Attack primary target for 270% damage.
Bonus Attack for 220% damage.

This attack always Crits if the target is a MINION or has Safeguard.
When forced to attack an ally, this character deals less damage to RETCON characters. Level Required: 65  t4 confidence 43.8%",Deadpool
ultimate,Ability 3,"Bounty Hunter  Clear all Barrier on the most injured enemy, ignoring Taunt and Stealth, then attack that enemy for 550% Piercing.

On Kill:
 > Gain Regeneration.
 > On WAR DEFENSE or in BATTLEWORLD, generate 4 Ability Energy for self and all RETCON allies.
 > On WAR DEFENSE or in BATTLEWORLD, if this character has 4 RETCON allies, fill this character's Speed Bar by 70%.

This attack ignores Defense Up. Level Required: 68  t4 confidence 34.7%",Deadpool
passive,Ability 4,"Hack 'n' Slash  Attack primary target for 200% damage + apply Stun and 2 Bleed.

Rebound Chain to 5 adjacent targets for 200% damage + apply Bleed.

This attack cannot be blocked or counterattacked. Level Required: 70  t4 confidence 36.8%",Deadpool
basic,Ability 1,"A soldier reanimated with cybernetic technology, Deathlok eviscerates the enemy team with debilitating blasts and boosts Bionic Avenger allies.",Deathlok
special,Ability 2,"Assist/Counter Info Attack primary target for 210% damage + 37% Piercing.In RAIDS, if this character has full energy and Crits on this attack, generate 1 Ability Energy for a random BIONIC AVENGER ally who is not at full energy on start of this turn.",Deathlok
ultimate,Ability 3,"Laser Barrage  Attack primary target for 200% damage + Bonus Attack 3 times for 100% damage.

In RAIDS, if this character has full energy and Crits on any of these attacks, generate 1 Ability Energy for up to 2 random BIONIC AVENGER allies who were not at full energy on start of this turn. Level Required: 65  t4 confidence 37.5%",Deathlok
passive,Ability 4,"Gatling Sweep  Apply Offense Up for 2 turns to self and all BIONIC AVENGER allies.
Attack all enemies for 300% damage + apply 2 Bleed.

Generate 1 Ability Energy for all adjacent BIONIC AVENGER allies.

If this character has 3 or more BIONIC AVENGER allies, this attack cannot be dodged. Level Required: 68  t4 confidence 40.6%",Deathlok
basic,Ability 1,"The daughter of the cosmic entity known as Death and, uh... Deadpool? Okay, wow. Deathpool combines her father's love of brawling with her mother's incredible supernatural powers.",Deathpool
special,Ability 2,Assist/Counter Info Attack primary target for 210% damage + 17% Piercing.Clear Deathproof and flip Stealth + Speed Up.,Deathpool
ultimate,Ability 3,"Fatal Flourish  Clear all negative effects on this character. If any negative effects are removed, heal self for 5% per negative effect removed.
Heal self for 10% of Max Health.

Attack primary and adjacent targets for 300% damage + clear Deathproof.
Flip Stealth + Speed Up on primary and adjacent targets.
If enemy is a MINION, attack that enemy for 600% damage instead.

This attack cannot be blocked. Level Required: 65  t4 confidence 66.9%",Deathpool
passive,Ability 4,"Danse Macabre  Transfer all negative effects from this character to the primary target.
Attack primary target for 300% damage. Attack all adjacent targets for 270% damage.

Steal 15% Health from primary and adjacent targets and redistribute to self and all MYSTIC and HERO allies.

Spread all negative effects from the primary target to all adjacent targets. This will not spread Stun. Level Required: 68  t4 confidence 59.3%",Deathpool
basic,Ability 1,"A master of technology and magic, Doctor Doom will stop at nothing to conquer Nexus Earth.",Doom
special,Ability 2,"Science & Sorcery  Attack primary target for 360% damage + apply Disrupted.

If Charged, flip 2 positive effects to negative effects on the primary target and then lose 1 Charged.

This attack is unavoidable and cannot be blocked. Level Required: 65  t4 confidence 75.6%",Doom
ultimate,Ability 3,"Doomsday Dictator  Attack all enemies for 500% damage + apply Heal Block.
This attack gains +100% damage per Doombot ally.

Clear all Deathproof from all Doombot allies + attack them for 5,000% damage. Level Required: 68  t4 confidence 75.0%",Doom
passive,Ability 4,"Time Platform  Gain 2 Charged.

Clear all negative effects from self, the most injured non-summoned ally, and the ally with the highest Damage.
Heal self and the most injured non-summoned ally for 100% of this character's Max Health.

Fill Speed Bar by 300% for self and the ally with the highest Damage. Level Required: 70  t4 confidence 73.9%",Doom
basic,Ability 1,"Genius, egomaniac, and mastermind, Doctor Octopus enhances Sinister Six allies and summons them to battle.",DoctorOctopus
special,Ability 2,"Tentacle Slam  Attack primary target for 320% damage + apply Slow for 2 turns.

This attack cannot be dodged. Level Required: 65  t4 confidence 54.1%",DoctorOctopus
ultimate,Ability 3,"Sinister Recharge  Apply +3 Charged, up to a maximum of 10, to self and all CHARGEABLE SINISTER SIX allies.
Summon a missing SINISTER SIX ally from the following list: Shocker, Vulture, Rhino, Mysterio, Green Goblin. If the missing SINISTER SIX ally is already summoned, fill that character's Speed Bar by 100%.

Apply 3 Regeneration for 2 turns to self and all allies.

Flip 3 negative effects into positive effects on self and all SINISTER SIX allies. Level Required: 68  t4 confidence 66.7%",DoctorOctopus
passive,Ability 4,"Superior Villain  Attack all enemies for 350% + flip 2 positive effects to negative effects.

Prolong the duration of all negative effects by 1 on each target.

This attack cannot be counterattacked or dodged. Level Required: 70  t4 confidence 55.6%",DoctorOctopus
basic,Ability 1,Sorcerer Supreme and versatile healer with the ability to remove effects from friends and foes.,DoctorStrange
special,Ability 2,"Bolt of Balthak  Attack primary target for 260% Piercing + 3% of target's Max Health + apply Offense Down for 2 turns.

Barrier Self for 5% of this character's Max Health.

When forced to attack an ally, this character deals less damage to ASTRAL characters.

This attack is Unavoidable. Level Required: 65  t4 confidence 56.7%",DoctorStrange
ultimate,Ability 3,"Winds of Watoomb  Attack all enemies for 230% Piercing + 5% of each target's Max Health + flip all positive effects into negative effects.

Apply 2 random negative effects to the primary target.

This attack is Unavoidable and cannot be counterattacked or blocked. Level Required: 68  t4 confidence 57.1%",DoctorStrange
passive,Ability 4,"Book of the Vishanti  Clear all negative effects from self and all  allies.

Revive 2 dead random allies with 65% Health.

Heal all allies for 20% of this character's Max Health.

In BATTLEWORLD and WAR:
 > Gain 3 Ability Energy.
 > Apply 2 Counter, 2 Deathproof, and 2 Deflect to self and all ASTRAL allies. Level Required: 80  t4 confidence 65.0%",DoctorStrange
basic,Ability 1,Doctor Voodoo is a powerful sorcerer who uses his soul manipulation abilities to restore and protect his allies while turning his enemies against each other.,DoctorVoodoo
special,Ability 2,"Staff Blast  Transfer 1 Deathproof from primary target to self.
Attack primary target for 300% damage.
Heal self and all DARK HUNTER allies by 8% of this character's Max Health. Level Required: 65  t4 confidence 21.3%",DoctorVoodoo
ultimate,Ability 3,"Doctor's Orders  Apply Ability Block and Defense Down to primary target + Apply Defense Down to adjacent targets.

Mind Control 2 adjacent enemies to attack the primary target. The controlled enemies gain +30% Damage for this attack.

Barrier self and all DARK HUNTER allies by 30% of this character's Max Health + Barrier adjacent non-DARK HUNTER allies by 20% of this character's Max Health.

On WAR OFFENSE, this attack cannot be  blocked. Level Required: 68  t4 confidence 25.8%",DoctorVoodoo
passive,Ability 4,"Soul Manipulation  Steal 20% Health from all enemies and redistribute 150% Health stolen to all DARK HUNTER allies. This bypasses Heal Block.
Clear all negative effects from all DARK HUNTER allies.

In WAR OFFENSE, apply Immunity to all MYSTIC allies.

This attack ignores Deathproof.
This attack cannot be counterattacked. Level Required: 70  t4 confidence 27.8%",DoctorVoodoo
basic,Ability 1,Domino is X-Force's Controller whose Mutant luck lets her allies Dodge and deal deadlier Critical hits.,Domino
special,Ability 2,"Lucky Shot  Attack primary target for 210% damage. Gain +50% Crit Chance for this attack.

Gain an assist from a random X-FORCE or SECRET WARRIOR ally. Level Required: 65  t4 confidence 19.2%",Domino
ultimate,Ability 3,"Fire in the Hole  If Deadpool is an ally, transfer all negative effects from self and each X-FORCE ally to Deadpool. Fill Speed Bar for Deadpool by 80%.

Attack the most injured enemy and all adjacent targets for 320% damage.

Clear 2 negative effects from self and all SECRET WARRIOR allies. Level Required: 68  t4 confidence 13.5%",Domino
passive,Ability 4,"No Scope  Attack primary target for 310% damage + apply Disrupted. Rebound Chain to 5 adjacent targets for 310% damage.

Dodge breaks this Chain.

If this character has 3 or more SECRET WARRIOR allies:
> Apply Disrupted to secondary targets.
> This attack cannot be dodged. Level Required: 70  t4 confidence 13.4%",Domino
basic,Ability 1,"Lord of the Dark Dimension, Dormammu revives his fallen allies and rains mystic chaos down on his enemies.",Dormammu
special,Ability 2,"Assist/Counter Info Attack primary target for 245% damage + 17% Piercing + 30% Drain.Clear Immunity from all enemies, if an enemy does not have Immunity, clear 1 other positive effect instead.",Dormammu
ultimate,Ability 3,"Eternal Darkness  Attack all enemies for 360% damage + 30% Drain.
Clear Immunity from all enemies, if an enemy does not have Immunity, clear 1 other positive effect instead.

If this character has Ability Block, fill Speed Bar by 80%.

This attack cannot miss. Level Required: 65  t4 confidence 80.1%",Dormammu
passive,Ability 4,"Hyper Beam  Apply Stun for 1 turn and Trauma for 2 turns to the primary target.
Attack primary and adjacent targets for 300% damage.
Apply Slow for 2 turns and Heal Block for 2 turns to all adjacent targets.

Gain 3 Charged.

This attack cannot be blocked. Level Required: 68  t4 confidence 75.3%",Dormammu
basic,Ability 1,"An unpredictable, taunting attacker with rapid attacks that drain health.",Drax
special,Ability 2,Knife Slash  Attack primary target for 250% damage + 30% Drain. Level Required: 65  t4 confidence 19.3%,Drax
ultimate,Ability 3,Fast Reflexes  Gain Taunt + 2 Counter. Gain Defense Up for 1-2 turns. Level Required: 68  t4 confidence 10.8%,Drax
passive,Ability 4,"Good Fighting  Attack primary target for 300% damage + 50% Drain. Chain to 3-5 adjacent targets for 240% damage + 50% Drain.

This attack cannot be counterattacked. Level Required: 70  t4 confidence 10.2%",Drax
basic,Ability 1,"The Black Order's Support, Ebony Maw aids Thanos by granting positive effects to allies.",EbonyMaw
special,Ability 2,"Needle Storm  Attack primary target for 100% Piercing + Bonus Attack 3 times for 80% Piercing.

Apply Bleed. If the primary target is a HERO CONTROLLER, apply Bleed for 2 turns instead. Level Required: 65  t4 confidence 46.4%",EbonyMaw
ultimate,Ability 3,"Insidious Whisper  Apply Defense Up for 2 turns to self and all allies.
Apply Counter to self, all BLACK ORDER, and Thanos allies.
Apply Offense Down for 2 turns to all enemies.
Clear all Counter, Deflect, and Minor Deflect from all enemies. Level Required: 68  t4 confidence 44.8%",EbonyMaw
passive,Ability 4,"Forced Transfusion  Steal 3% Health from all enemies and redistribute to all allies. This bypasses Heal Block.
Repeat this attack 4 additional times.
Apply Slow to all enemies for 2 turns.
Fill Speed Bar for self and all allies by 5% per BLACK ORDER and Thanos allies.
Reduce Speed Bar for all enemies by 5% per BLACK ORDER and Thanos allies.

Each attack redistributes a maximum of 25% of this character's Max Health.

This attack ignores Deathproof and passives that trigger when a character drops below a certain Health. Level Required: 70  t4 confidence 46.1%",EbonyMaw
basic,Ability 1,"Born deaf, Maya Lopez possesses the ability to mimic the movements of others, using it to become the formidable warrior known as Echo.",Echo
special,Ability 2,Assist/Counter Info Attack primary target for 200% damage + 17% Piercing.This attack has 20% Extra Crit Chance.,Echo
ultimate,Ability 3,"Avenge Without Fear  Attack primary target for 250% damage.
Bonus Attack for 200% damage.

This attack has 20% Extra Crit Chance. Level Required: 65  t4 confidence 27.0%",Echo
passive,Ability 4,"Tonfa Bash  Attack primary target for 350% damage.
Chain to 2 targets within 2 spaces of the previous target for 200% damage.

This attack has 25% Extra Crit Chance.

Apply +2 Evade, up to a maximum of 5, to self and YOUNG AVENGER allies.

On WAR DEFENSE, this targets most injured enemy, ignoring Taunt.

Dodge breaks this Chain.  Level Required: 68  t4 confidence 38.6%",Echo
